Genome,File_type,Sequence_type,Number_of_sequences,Size,min,mean,max
GCA_016202485.1,FASTA,Protein,1959,542145,20,276.7,1477
GCA_016202525.1,FASTA,Protein,1402,372806,20,265.9,1818
GCA_016202545.1,FASTA,Protein,1725,517427,21,300,1922
GCA_016202555.1,FASTA,Protein,1086,287636,22,264.9,1036
GCA_016202565.1,FASTA,Protein,4856,1393502,20,287,2485
GCA_016202605.1,FASTA,Protein,2808,840411,20,299.3,2982
GCA_016202615.1,FASTA,Protein,4312,1210797,20,280.8,4603
GCA_016202645.1,FASTA,Protein,2564,905496,20,353.2,6275
GCA_016202695.1,FASTA,Protein,3090,1009620,22,326.7,1986
GCA_016202915.1,FASTA,Protein,1806,572476,22,317,2376
GCA_016202965.1,FASTA,Protein,490,119426,21,243.7,1226
GCA_016202975.1,FASTA,Protein,3495,997970,20,285.5,1837
GCA_016203455.1,FASTA,Protein,569,154403,33,271.4,1507
GCA_016203535.1,FASTA,Protein,810,251065,20,310,3608
GCA_016203755.1,FASTA,Protein,1243,339623,24,273.2,2094
GCA_016203765.1,FASTA,Protein,1593,461265,20,289.6,2117
GCA_016203825.1,FASTA,Protein,1244,355432,20,285.7,1348
GCA_016203935.1,FASTA,Protein,1051,294676,22,280.4,5528
GCA_016203945.1,FASTA,Protein,522,149792,25,287,1179
GCA_016204005.1,FASTA,Protein,725,188600,26,260.1,1889
GCA_016204035.1,FASTA,Protein,598,155400,21,259.9,1381
GCA_016204045.1,FASTA,Protein,725,201938,32,278.5,2166
GCA_016204125.1,FASTA,Protein,1189,355052,25,298.6,2258
GCA_016204155.1,FASTA,Protein,751,210143,22,279.8,1329
GCA_016204335.1,FASTA,Protein,752,202647,21,269.5,2310
GCA_016204355.1,FASTA,Protein,755,208633,24,276.3,2256
GCA_016204385.1,FASTA,Protein,671,178623,29,266.2,1519
GCA_016204425.1,FASTA,Protein,859,235230,24,273.8,1247
GCA_016204465.1,FASTA,Protein,959,263688,26,275,1942
GCA_016204525.1,FASTA,Protein,751,193078,23,257.1,1709
GCA_016204535.1,FASTA,Protein,698,186926,32,267.8,1073
GCA_016204585.1,FASTA,Protein,1102,309558,24,280.9,3700
GCA_016204595.1,FASTA,Protein,754,216950,22,287.7,4420
GCA_016204605.1,FASTA,Protein,3352,1083180,20,323.1,2623
GCA_016204645.1,FASTA,Protein,661,187711,20,284,1917
GCA_016204695.1,FASTA,Protein,901,249893,28,277.4,2621
GCA_016204805.1,FASTA,Protein,842,222917,20,264.7,3263
GCA_016204905.1,FASTA,Protein,1086,275491,22,253.7,1245
GCA_016204945.1,FASTA,Protein,2518,793572,21,315.2,4574
GCA_016204975.1,FASTA,Protein,1439,475941,20,330.7,2421
GCA_016204995.1,FASTA,Protein,839,240685,34,286.9,1237
GCA_016205025.1,FASTA,Protein,2127,720019,20,338.5,14646
GCA_016205045.1,FASTA,Protein,1875,626072,20,333.9,2909
GCA_016205055.1,FASTA,Protein,874,228750,23,261.7,1119
GCA_016205085.1,FASTA,Protein,1604,498734,21,310.9,3916
GCA_016205125.1,FASTA,Protein,1379,416507,21,302,2314
GCA_016205965.1,FASTA,Protein,1112,336062,20,302.2,3272
GCA_016205975.1,FASTA,Protein,997,282696,23,283.5,3419
GCA_016205995.1,FASTA,Protein,773,226950,22,293.6,3492
GCA_016206085.1,FASTA,Protein,908,269028,20,296.3,3389
GCA_016206145.1,FASTA,Protein,869,286615,20,329.8,4220
GCA_016206155.1,FASTA,Protein,913,279916,33,306.6,3722
GCA_016206165.1,FASTA,Protein,877,249320,22,284.3,2146
GCA_016206175.1,FASTA,Protein,870,293471,31,337.3,3194
GCA_016206235.1,FASTA,Protein,724,229825,24,317.4,4040
GCA_016206285.1,FASTA,Protein,827,231101,23,279.4,1305
GCA_016206365.1,FASTA,Protein,1214,312103,23,257.1,2030
GCA_016206385.1,FASTA,Protein,2495,657028,20,263.3,1387
GCA_016206405.1,FASTA,Protein,2135,709574,21,332.4,6609
GCA_016206485.1,FASTA,Protein,3253,1063127,20,326.8,2329
GCA_016206505.1,FASTA,Protein,1090,355605,28,326.2,4747
GCA_016206515.1,FASTA,Protein,2481,732892,20,295.4,3713
GCA_016206565.1,FASTA,Protein,780,219491,22,281.4,1434
GCA_016206585.1,FASTA,Protein,1471,432176,23,293.8,3427
GCA_016206635.1,FASTA,Protein,1470,441353,20,300.2,3679
GCA_016206665.1,FASTA,Protein,1456,471525,23,323.8,14475
GCA_016206675.1,FASTA,Protein,1093,339991,22,311.1,4642
GCA_016206685.1,FASTA,Protein,992,309420,22,311.9,8664
GCA_016206725.1,FASTA,Protein,1252,368424,23,294.3,4485
GCA_016206745.1,FASTA,Protein,1483,433401,21,292.2,4248
GCA_016206755.1,FASTA,Protein,1148,334186,21,291.1,1714
GCA_016206785.1,FASTA,Protein,1547,513116,23,331.7,6086
GCA_016206805.1,FASTA,Protein,1300,438506,20,337.3,9346
GCA_016206815.1,FASTA,Protein,865,250727,26,289.9,1567
GCA_016206825.1,FASTA,Protein,1309,406506,23,310.5,11095
GCA_016206875.1,FASTA,Protein,1680,600914,20,357.7,3450
GCA_016206925.1,FASTA,Protein,1835,624324,21,340.2,13394
GCA_016206945.1,FASTA,Protein,1331,411423,21,309.1,5567
GCA_016206955.1,FASTA,Protein,910,266696,20,293.1,3157
GCA_016206995.1,FASTA,Protein,1155,366089,22,317,4004
GCA_016207025.1,FASTA,Protein,2607,730041,20,280,2124
GCA_016207035.1,FASTA,Protein,2164,630830,20,291.5,1520
GCA_016207065.1,FASTA,Protein,2873,857946,20,298.6,2753
GCA_016207095.1,FASTA,Protein,2942,844037,20,286.9,2051
GCA_016207115.1,FASTA,Protein,512,146211,29,285.6,2579
GCA_016207245.1,FASTA,Protein,633,206295,24,325.9,3985
GCA_016207265.1,FASTA,Protein,1445,458894,20,317.6,1326
GCA_016207275.1,FASTA,Protein,964,281390,27,291.9,3298
GCA_016207285.1,FASTA,Protein,1216,386156,21,317.6,4119
GCA_016207365.1,FASTA,Protein,2139,649930,20,303.8,1756
GCA_016207405.1,FASTA,Protein,1452,446967,25,307.8,1852
GCA_016207415.1,FASTA,Protein,2691,860323,20,319.7,1777
GCA_016207445.1,FASTA,Protein,2889,864851,20,299.4,1482
GCA_016207565.1,FASTA,Protein,4685,1561538,20,333.3,8624
GCA_016207585.1,FASTA,Protein,1731,551909,21,318.8,2738
GCA_016207605.1,FASTA,Protein,1439,450443,20,313,1912
GCA_016207625.1,FASTA,Protein,2111,726010,20,343.9,3866
GCA_016207645.1,FASTA,Protein,2491,865969,20,347.6,4147
GCA_016207665.1,FASTA,Protein,2695,882280,21,327.4,6685
GCA_016207685.1,FASTA,Protein,2124,745746,22,351.1,10571
GCA_016207695.1,FASTA,Protein,606,159906,21,263.9,1533
GCA_016207765.1,FASTA,Protein,1940,585296,21,301.7,2447
GCA_016207775.1,FASTA,Protein,3951,1190701,20,301.4,3896
GCA_016207805.1,FASTA,Protein,1172,374803,29,319.8,4014
GCA_016207825.1,FASTA,Protein,2474,865618,28,349.9,7635
GCA_016207865.1,FASTA,Protein,2055,568266,20,276.5,1488
GCA_016207885.1,FASTA,Protein,2447,752387,21,307.5,4727
GCA_016207905.1,FASTA,Protein,2273,619468,20,272.5,2360
GCA_016207925.1,FASTA,Protein,2864,802923,24,280.4,1719
GCA_016207985.1,FASTA,Protein,2146,592678,20,276.2,2122
GCA_016208015.1,FASTA,Protein,2517,790934,23,314.2,2364
GCA_016208065.1,FASTA,Protein,913,233555,26,255.8,1201
GCA_016208085.1,FASTA,Protein,2748,926472,23,337.1,12916
GCA_016208105.1,FASTA,Protein,3808,1246820,20,327.4,3009
GCA_016208115.1,FASTA,Protein,3924,1164142,20,296.7,1538
GCA_016208165.1,FASTA,Protein,5121,1608886,24,314.2,4188
GCA_016208205.1,FASTA,Protein,1602,518716,21,323.8,7848
GCA_016208225.1,FASTA,Protein,3268,974536,21,298.2,1642
GCA_016208235.1,FASTA,Protein,3037,855734,20,281.8,1877
GCA_016208255.1,FASTA,Protein,6215,1785809,21,287.3,2420
GCA_016208305.1,FASTA,Protein,5962,1926551,21,323.1,3005
GCA_016208315.1,FASTA,Protein,5877,1919772,22,326.7,3935
GCA_016208345.1,FASTA,Protein,2324,623111,21,268.1,1721
GCA_016208355.1,FASTA,Protein,2816,843886,21,299.7,2481
GCA_016208415.1,FASTA,Protein,3678,1141325,20,310.3,2932
GCA_016208425.1,FASTA,Protein,3409,1072581,20,314.6,1881
GCA_016208465.1,FASTA,Protein,1816,509996,22,280.8,3042
GCA_016208485.1,FASTA,Protein,2733,801859,24,293.4,2114
GCA_016208495.1,FASTA,Protein,6047,2385387,22,394.5,6356
GCA_016208525.1,FASTA,Protein,2077,509090,21,245.1,1497
GCA_016208535.1,FASTA,Protein,591,159394,26,269.7,1371
GCA_016208545.1,FASTA,Protein,799,243268,24,304.5,3358
GCA_016208585.1,FASTA,Protein,2315,709881,20,306.6,1896
GCA_016208615.1,FASTA,Protein,2165,656361,24,303.2,2248
GCA_016208645.1,FASTA,Protein,3761,987363,20,262.5,1481
GCA_016208665.1,FASTA,Protein,1903,557157,20,292.8,1352
GCA_016208685.1,FASTA,Protein,3614,1372399,24,379.7,3053
GCA_016208745.1,FASTA,Protein,946,244746,20,258.7,1218
GCA_016208765.1,FASTA,Protein,2361,752805,21,318.9,21951
GCA_016208805.1,FASTA,Protein,1951,583743,21,299.2,7011
GCA_016208845.1,FASTA,Protein,2443,637625,21,261,1658
GCA_016208855.1,FASTA,Protein,2560,727531,21,284.2,2305
GCA_016208875.1,FASTA,Protein,3336,863774,20,258.9,1683
GCA_016208905.1,FASTA,Protein,2183,652110,20,298.7,1465
GCA_016208915.1,FASTA,Protein,2668,751586,21,281.7,1956
GCA_016208965.1,FASTA,Protein,1774,494592,30,278.8,1418
GCA_016208975.1,FASTA,Protein,2815,898106,31,319,1591
GCA_016209005.1,FASTA,Protein,818,207209,24,253.3,2444
GCA_016209015.1,FASTA,Protein,4985,1698042,22,340.6,7315
GCA_016209025.1,FASTA,Protein,2597,778216,25,299.7,3415
GCA_016209035.1,FASTA,Protein,3759,1318178,20,350.7,8969
GCA_016209085.1,FASTA,Protein,2171,717585,20,330.5,4669
GCA_016209105.1,FASTA,Protein,2484,801152,30,322.5,2930
GCA_016209145.1,FASTA,Protein,7108,2356482,20,331.5,3843
GCA_016209155.1,FASTA,Protein,3135,920510,20,293.6,6611
GCA_016209205.1,FASTA,Protein,6202,1862476,20,300.3,3037
GCA_016209225.1,FASTA,Protein,3196,907885,21,284.1,2156
GCA_016209245.1,FASTA,Protein,5145,1686520,20,327.8,7383
GCA_016209255.1,FASTA,Protein,5808,1958333,20,337.2,2067
GCA_016209275.1,FASTA,Protein,1817,571225,20,314.4,3845
GCA_016209325.1,FASTA,Protein,761,229355,20,301.4,3407
GCA_016209345.1,FASTA,Protein,1078,319458,23,296.3,3384
GCA_016209385.1,FASTA,Protein,4777,1361742,20,285.1,2146
GCA_016209425.1,FASTA,Protein,4861,1356670,20,279.1,2430
GCA_016209495.1,FASTA,Protein,3523,1283421,20,364.3,9406
GCA_016209525.1,FASTA,Protein,8478,2926053,20,345.1,4355
GCA_016209535.1,FASTA,Protein,7316,2778985,20,379.9,4271
GCA_016209585.1,FASTA,Protein,3668,1309835,20,357.1,5376
GCA_016209595.1,FASTA,Protein,6814,2451125,20,359.7,5694
GCA_016209605.1,FASTA,Protein,4742,1872498,20,394.9,3262
GCA_016209635.1,FASTA,Protein,4453,1300797,21,292.1,2529
GCA_016209665.1,FASTA,Protein,4604,1417509,20,307.9,2667
GCA_016209685.1,FASTA,Protein,1962,600958,30,306.3,1555
GCA_016209705.1,FASTA,Protein,3836,1187836,20,309.7,2905
GCA_016209715.1,FASTA,Protein,1347,439905,26,326.6,4091
GCA_016209725.1,FASTA,Protein,3115,820659,21,263.5,2286
GCA_016209735.1,FASTA,Protein,1625,472672,20,290.9,2139
GCA_016209785.1,FASTA,Protein,2472,710349,20,287.4,2092
GCA_016209795.1,FASTA,Protein,3072,1043338,20,339.6,2646
GCA_016209805.1,FASTA,Protein,1788,543087,20,303.7,1517
GCA_016209865.1,FASTA,Protein,3420,1149221,23,336,2018
GCA_016209885.1,FASTA,Protein,3634,1227034,20,337.7,3189
GCA_016209895.1,FASTA,Protein,4652,1600428,20,344,4290
GCA_016209905.1,FASTA,Protein,2216,680676,20,307.2,1543
GCA_016209945.1,FASTA,Protein,1767,542331,20,306.9,2051
GCA_016209965.1,FASTA,Protein,2896,845131,21,291.8,2030
GCA_016209985.1,FASTA,Protein,4512,1412187,20,313,2083
GCA_016209995.1,FASTA,Protein,3161,903616,20,285.9,2854
GCA_016210005.1,FASTA,Protein,5286,1768320,20,334.5,3061
GCA_016210045.1,FASTA,Protein,2617,905050,22,345.8,4590
GCA_016210055.1,FASTA,Protein,4571,1711105,20,374.3,4837
GCA_016210115.1,FASTA,Protein,8203,2455880,21,299.4,2941
GCA_016210125.1,FASTA,Protein,4281,1191949,20,278.4,2521
GCA_016210175.1,FASTA,Protein,3361,974188,20,289.9,3156
GCA_016210205.1,FASTA,Protein,1416,417564,24,294.9,1423
GCA_016210245.1,FASTA,Protein,4317,1275513,21,295.5,4620
GCA_016210285.1,FASTA,Protein,1901,538207,20,283.1,1601
GCA_016210295.1,FASTA,Protein,1467,413474,20,281.9,1521
GCA_016210325.1,FASTA,Protein,2218,656658,22,296.1,5479
GCA_016210375.1,FASTA,Protein,2456,660781,21,269,3218
GCA_016210395.1,FASTA,Protein,3233,871077,22,269.4,4020
GCA_016210425.1,FASTA,Protein,1558,422058,20,270.9,1939
GCA_016210435.1,FASTA,Protein,2655,676359,20,254.7,1575
GCA_016210485.1,FASTA,Protein,1273,367664,21,288.8,1496
GCA_016210495.1,FASTA,Protein,5997,1925490,20,321.1,4074
GCA_016210515.1,FASTA,Protein,1003,293215,31,292.3,2878
GCA_016210545.1,FASTA,Protein,3188,923917,21,289.8,2501
GCA_016210565.1,FASTA,Protein,5779,1806248,20,312.6,3142
GCA_016210585.1,FASTA,Protein,2651,802855,20,302.8,4613
GCA_016210665.1,FASTA,Protein,1391,401892,20,288.9,2454
GCA_016210705.1,FASTA,Protein,1801,504909,23,280.3,1329
GCA_016210745.1,FASTA,Protein,4807,1527377,23,317.7,9644
GCA_016210785.1,FASTA,Protein,3897,1096829,20,281.5,1602
GCA_016210805.1,FASTA,Protein,3056,882567,20,288.8,1883
GCA_016210825.1,FASTA,Protein,3319,889543,20,268,1736
GCA_016210845.1,FASTA,Protein,4093,1257096,21,307.1,2843
GCA_016210855.1,FASTA,Protein,1921,574068,20,298.8,1215
GCA_016210895.1,FASTA,Protein,1867,529628,21,283.7,1530
GCA_016210925.1,FASTA,Protein,3244,990204,20,305.2,1952
GCA_016210935.1,FASTA,Protein,3041,925242,20,304.3,2129
GCA_016210985.1,FASTA,Protein,3539,1139805,20,322.1,2917
GCA_016211085.1,FASTA,Protein,3271,1064061,20,325.3,3036
GCA_016211105.1,FASTA,Protein,3261,1040248,22,319,2805
GCA_016211945.1,FASTA,Protein,977,284730,32,291.4,3414
GCA_016211955.1,FASTA,Protein,800,202774,20,253.5,1225
GCA_016212005.1,FASTA,Protein,1832,559505,21,305.4,8691
GCA_016212045.1,FASTA,Protein,1079,286195,20,265.2,1401
GCA_016212085.1,FASTA,Protein,2505,815718,29,325.6,4095
GCA_016212095.1,FASTA,Protein,2923,920597,22,314.9,4871
GCA_016212105.1,FASTA,Protein,2811,889570,27,316.5,4504
GCA_016212165.1,FASTA,Protein,2973,853225,23,287,1905
GCA_016212185.1,FASTA,Protein,2336,703491,24,301.2,2007
GCA_016212195.1,FASTA,Protein,1587,425061,20,267.8,1456
GCA_016212215.1,FASTA,Protein,3050,870857,20,285.5,2503
GCA_016212245.1,FASTA,Protein,1652,450891,22,272.9,1493
GCA_016212275.1,FASTA,Protein,2163,666346,22,308.1,1511
GCA_016212295.1,FASTA,Protein,3494,1043561,20,298.7,2109
GCA_016212345.1,FASTA,Protein,1451,413658,21,285.1,1565
GCA_016212365.1,FASTA,Protein,1797,508897,20,283.2,1373
GCA_016212425.1,FASTA,Protein,2538,780404,22,307.5,4695
GCA_016212515.1,FASTA,Protein,5349,1814069,23,339.1,3521
GCA_016212565.1,FASTA,Protein,3922,1206023,20,307.5,11773
GCA_016212585.1,FASTA,Protein,909,276699,23,304.4,2968
GCA_016212635.1,FASTA,Protein,1070,285520,20,266.8,2337
GCA_016212665.1,FASTA,Protein,3247,1193623,23,367.6,4067
GCA_016212685.1,FASTA,Protein,2472,667827,20,270.2,1473
GCA_016212695.1,FASTA,Protein,3066,1215862,20,396.6,4664
GCA_016212705.1,FASTA,Protein,1896,586149,23,309.2,1379
GCA_016212735.1,FASTA,Protein,2249,694886,22,309,2584
GCA_016212745.1,FASTA,Protein,712,199661,25,280.4,2823
GCA_016212795.1,FASTA,Protein,3410,1309045,20,383.9,7343
GCA_016212825.1,FASTA,Protein,3248,1129013,20,347.6,7500
GCA_016212845.1,FASTA,Protein,3422,1028152,20,300.5,3656
GCA_016212855.1,FASTA,Protein,2325,797876,20,343.2,11312
GCA_016212885.1,FASTA,Protein,3548,1185491,20,334.1,12039
GCA_016212925.1,FASTA,Protein,5194,1583426,25,304.9,3550
GCA_016212935.1,FASTA,Protein,5392,1564767,21,290.2,1914
GCA_016212965.1,FASTA,Protein,7668,2726475,21,355.6,3814
GCA_016213015.1,FASTA,Protein,2214,674143,20,304.5,4744
GCA_016213065.1,FASTA,Protein,1875,553018,22,294.9,1939
GCA_016213085.1,FASTA,Protein,2254,674396,26,299.2,2923
GCA_016213105.1,FASTA,Protein,4822,1621504,28,336.3,3170
GCA_016213125.1,FASTA,Protein,2997,823728,20,274.9,1780
GCA_016213135.1,FASTA,Protein,3643,1173184,22,322,3250
GCA_016213175.1,FASTA,Protein,1097,362929,25,330.8,1491
GCA_016213205.1,FASTA,Protein,5389,1861614,20,345.4,4691
GCA_016213215.1,FASTA,Protein,5600,1661720,23,296.7,2843
GCA_016213235.1,FASTA,Protein,1416,448039,24,316.4,3611
GCA_016213245.1,FASTA,Protein,3466,1189446,20,343.2,2200
GCA_016213265.1,FASTA,Protein,4416,1429274,21,323.7,3451
GCA_016213305.1,FASTA,Protein,2572,799078,21,310.7,3662
GCA_016213325.1,FASTA,Protein,5261,1701756,23,323.5,3869
GCA_016213335.1,FASTA,Protein,2568,766447,22,298.5,2489
GCA_016213345.1,FASTA,Protein,1913,554510,22,289.9,1418
GCA_016213365.1,FASTA,Protein,596,170170,29,285.5,2037
GCA_016213405.1,FASTA,Protein,3229,1119690,24,346.8,4212
GCA_016213435.1,FASTA,Protein,3351,1118491,20,333.8,4382
GCA_016213445.1,FASTA,Protein,434,128103,24,295.2,1780
GCA_016213455.1,FASTA,Protein,3101,913390,20,294.5,1761
GCA_016213505.1,FASTA,Protein,4230,1270702,24,300.4,2040
GCA_016213575.1,FASTA,Protein,5812,1796177,22,309,2322
GCA_016213595.1,FASTA,Protein,3285,950163,20,289.2,1834
GCA_016213625.1,FASTA,Protein,4421,1415862,20,320.3,4242
GCA_016213645.1,FASTA,Protein,2152,734334,24,341.2,7183
GCA_016213665.1,FASTA,Protein,3100,938189,22,302.6,1807
GCA_016213675.1,FASTA,Protein,4143,1512821,21,365.2,3907
GCA_016213695.1,FASTA,Protein,3546,1181310,27,333.1,2734
GCA_016213725.1,FASTA,Protein,5220,1888262,20,361.7,2023
GCA_016213735.1,FASTA,Protein,3124,1099335,31,351.9,2553
GCA_016213755.1,FASTA,Protein,5182,1816507,20,350.5,1844
GCA_016213775.1,FASTA,Protein,9410,3368918,20,358,2646
GCA_016213785.1,FASTA,Protein,4988,1891005,20,379.1,5413
GCA_016213825.1,FASTA,Protein,3580,1147076,20,320.4,2883
GCA_016213845.1,FASTA,Protein,4696,1913625,20,407.5,5962
GCA_016213865.1,FASTA,Protein,3233,1109896,20,343.3,5115
GCA_016213885.1,FASTA,Protein,7088,2462615,20,347.4,3063
GCA_016213895.1,FASTA,Protein,4497,1659831,20,369.1,2534
GCA_016213925.1,FASTA,Protein,2154,689255,22,320,6935
GCA_016213935.1,FASTA,Protein,2237,679468,22,303.7,5577
GCA_016213945.1,FASTA,Protein,3364,1056282,20,314,3248
GCA_016214005.1,FASTA,Protein,707,193778,29,274.1,1458
GCA_016214035.1,FASTA,Protein,4122,1617237,21,392.3,10761
GCA_016214055.1,FASTA,Protein,1262,375579,27,297.6,3228
GCA_016214105.1,FASTA,Protein,869,252907,22,291,4005
GCA_016214125.1,FASTA,Protein,3751,1236788,20,329.7,10562
GCA_016214145.1,FASTA,Protein,3252,1050870,29,323.1,2507
GCA_016214175.1,FASTA,Protein,3600,1073456,21,298.2,4706
GCA_016214225.1,FASTA,Protein,832,244125,22,293.4,1633
GCA_016214245.1,FASTA,Protein,923,232087,20,251.4,1152
GCA_016214265.1,FASTA,Protein,2026,738280,21,364.4,14532
GCA_016214285.1,FASTA,Protein,1792,548218,20,305.9,12189
GCA_016214325.1,FASTA,Protein,1558,470868,22,302.2,7471
GCA_016214345.1,FASTA,Protein,734,205832,28,280.4,1287
GCA_016214355.1,FASTA,Protein,1971,558822,22,283.5,13536
GCA_016214375.1,FASTA,Protein,1580,425114,20,269.1,1374
GCA_016214385.1,FASTA,Protein,2223,604012,21,271.7,1402
GCA_016214425.1,FASTA,Protein,2195,542806,20,247.3,1378
GCA_016214465.1,FASTA,Protein,864,253651,24,293.6,2222
GCA_016214545.1,FASTA,Protein,434,124582,33,287.1,1635
GCA_016214555.1,FASTA,Protein,1089,322341,34,296,2386
GCA_016214565.1,FASTA,Protein,1103,346610,32,314.2,4604
GCA_016214605.1,FASTA,Protein,1170,321005,22,274.4,5423
GCA_016214655.1,FASTA,Protein,939,272658,34,290.4,2830
GCA_016214695.1,FASTA,Protein,2555,816568,26,319.6,2487
GCA_016214745.1,FASTA,Protein,925,272478,27,294.6,2948
GCA_016214755.1,FASTA,Protein,1084,307978,25,284.1,2970
GCA_016214845.1,FASTA,Protein,3249,1043950,23,321.3,3534
GCA_016214855.1,FASTA,Protein,3279,1009667,20,307.9,5817
GCA_016214885.1,FASTA,Protein,1176,349634,24,297.3,5747
GCA_016214895.1,FASTA,Protein,2593,969500,21,373.9,7218
GCA_016214905.1,FASTA,Protein,2765,1015348,30,367.2,3609
GCA_016214925.1,FASTA,Protein,2833,773637,20,273.1,2046
GCA_016214955.1,FASTA,Protein,4757,1629036,22,342.5,4102
GCA_016214985.1,FASTA,Protein,4927,1656176,24,336.1,8222
GCA_016214995.1,FASTA,Protein,2039,576289,21,282.6,1483
GCA_016215025.1,FASTA,Protein,7121,2327915,20,326.9,3504
GCA_016215085.1,FASTA,Protein,3908,1099598,22,281.4,1582
GCA_016215105.1,FASTA,Protein,5490,1945681,23,354.4,2317
GCA_016215115.1,FASTA,Protein,2669,830372,30,311.1,3215
GCA_016215145.1,FASTA,Protein,3460,970525,20,280.5,2134
GCA_016215155.1,FASTA,Protein,3280,1038099,22,316.5,3556
GCA_016215215.1,FASTA,Protein,4472,1467160,20,328.1,2211
GCA_016215325.1,FASTA,Protein,1119,347194,20,310.3,3743
GCA_016215335.1,FASTA,Protein,875,242488,27,277.1,1406
GCA_016215345.1,FASTA,Protein,757,212787,20,281.1,2537
GCA_016215405.1,FASTA,Protein,859,249057,30,289.9,3731
GCA_016215445.1,FASTA,Protein,978,298948,33,305.7,2587
GCA_016215455.1,FASTA,Protein,694,201375,27,290.2,2421
GCA_016215555.1,FASTA,Protein,2843,881661,23,310.1,3439
GCA_016215605.1,FASTA,Protein,5317,1673119,20,314.7,5623
GCA_016215625.1,FASTA,Protein,3435,1303859,20,379.6,2799
GCA_016215645.1,FASTA,Protein,3278,1063667,23,324.5,3041
GCA_016215655.1,FASTA,Protein,2163,645075,20,298.2,2044
GCA_016215705.1,FASTA,Protein,4820,1571258,20,326,4945
GCA_016215715.1,FASTA,Protein,773,209049,20,270.4,1474
GCA_016215735.1,FASTA,Protein,978,289698,23,296.2,3197
GCA_016215765.1,FASTA,Protein,544,153517,25,282.2,2083
GCA_016217545.1,FASTA,Protein,4216,1553730,23,368.5,3647
GCA_016217555.1,FASTA,Protein,858,233639,26,272.3,2170
GCA_016217585.1,FASTA,Protein,1170,310482,21,265.4,2728
GCA_016217595.1,FASTA,Protein,2818,1082457,25,384.1,2754
GCA_016217625.1,FASTA,Protein,1809,478614,22,264.6,1921
GCA_016217665.1,FASTA,Protein,1722,522165,21,303.2,4505
GCA_016217675.1,FASTA,Protein,3614,1108319,20,306.7,5363
GCA_016217695.1,FASTA,Protein,3155,925397,22,293.3,2605
GCA_016217725.1,FASTA,Protein,2737,817486,20,298.7,2278
GCA_016217735.1,FASTA,Protein,2489,764680,20,307.2,1521
GCA_016217765.1,FASTA,Protein,2259,648503,20,287.1,1515
GCA_016217835.1,FASTA,Protein,771,217334,34,281.9,1243
GCA_016217865.1,FASTA,Protein,940,258320,21,274.8,2014
GCA_016217875.1,FASTA,Protein,1029,290065,20,281.9,4964
GCA_016217905.1,FASTA,Protein,670,187850,26,280.4,1240
GCA_016217925.1,FASTA,Protein,1027,296132,21,288.3,2349
GCA_016217935.1,FASTA,Protein,861,228986,23,266,2389
GCA_016217965.1,FASTA,Protein,1039,301765,23,290.4,4630
GCA_016217975.1,FASTA,Protein,1122,287041,20,255.8,7695
GCA_016218005.1,FASTA,Protein,1753,531236,21,303,1819
GCA_016218025.1,FASTA,Protein,2141,792099,23,370,4834
GCA_016218045.1,FASTA,Protein,3624,1440400,24,397.5,3509
GCA_016218065.1,FASTA,Protein,4622,1555389,22,336.5,2538
GCA_016218085.1,FASTA,Protein,2873,1009926,29,351.5,2564
GCA_016218095.1,FASTA,Protein,2394,714067,20,298.3,1481
GCA_016218105.1,FASTA,Protein,2693,845924,20,314.1,1709
GCA_016218155.1,FASTA,Protein,3887,1468812,22,377.9,5747
GCA_016218185.1,FASTA,Protein,861,213693,20,248.2,1611
GCA_016218215.1,FASTA,Protein,1395,387469,20,277.8,5446
GCA_016218255.1,FASTA,Protein,1057,316278,22,299.2,1805
GCA_016218275.1,FASTA,Protein,1231,310926,20,252.6,1605
GCA_016218305.1,FASTA,Protein,1812,618328,21,341.2,2060
GCA_016218345.1,FASTA,Protein,1873,542892,26,289.9,1866
GCA_016218365.1,FASTA,Protein,2134,680266,22,318.8,2651
GCA_016218375.1,FASTA,Protein,2803,839961,20,299.7,3462
GCA_016218405.1,FASTA,Protein,1636,518013,20,316.6,3647
